L0_penalized_L2_PCA,970,100,1000,5.21504,5.14983,1024,0,1,1024,100
L0_penalized_L2_PCA,969,100,1000,2.55476,2.52601,1024,0,2,1024,100
L0_penalized_L2_PCA,971,100,1000,1.3116,1.29699,1024,0,4,1024,100
L0_penalized_L2_PCA,971,100,1000,0.775582,0.754775,1024,0,8,1024,100
L0_penalized_L2_PCA,1959,200,2000,18.6854,18.6466,1024,0,1,1024,100
L0_penalized_L2_PCA,1959,200,2000,9.83311,9.79487,1024,0,2,1024,100
L0_penalized_L2_PCA,1954,200,2000,4.99332,4.96501,1024,0,4,1024,100
L0_penalized_L2_PCA,1957,200,2000,5.40356,5.37274,1024,0,8,1024,100
L0_penalized_L2_PCA,3937,400,4000,71.3978,71.3163,1024,0,1,1024,100
L0_penalized_L2_PCA,3937,400,4000,36.2746,36.1951,1024,0,2,1024,100
L0_penalized_L2_PCA,3948,400,4000,18.8349,18.7717,1024,0,4,1024,100
L0_penalized_L2_PCA,3937,400,4000,20.3006,20.2308,1024,0,8,1024,100
L0_penalized_L2_PCA,7912,800,8000,282.908,282.758,1024,0,1,1024,100
L0_penalized_L2_PCA,7919,800,8000,142.278,142.132,1024,0,2,1024,100
L0_penalized_L2_PCA,7909,800,8000,72.4048,72.2573,1024,0,4,1024,100
L0_penalized_L2_PCA,7923,800,8000,40.0974,39.9638,1024,0,8,1024,100
L0_penalized_L2_PCA,15909,1600,16000,1109.52,1109.28,1024,0,1,1024,100
L0_penalized_L2_PCA,15896,1600,16000,561.768,561.471,1024,0,2,1024,100
L0_penalized_L2_PCA,15884,1600,16000,286.41,286.117,1024,0,4,1024,100
L0_penalized_L2_PCA,15901,1600,16000,188.133,187.81,1024,0,8,1024,100
L0_penalized_L2_PCA,31863,3200,32000,4419.64,4419.15,1024,0,1,1024,100
L0_penalized_L2_PCA,31854,3200,32000,2243.42,2242.87,1024,0,2,1024,100
L0_penalized_L2_PCA,31843,3200,32000,1130.37,1129.83,1024,0,4,1024,100
L0_penalized_L2_PCA,31852,3200,32000,607.859,607.36,1024,0,8,1024,100
L0_penalized_L2_PCA,63776,6400,64000,17836.2,17835.2,1024,0,1,1024,100
L0_penalized_L2_PCA,63792,6400,64000,9255.01,9253.9,1024,0,2,1024,100
L0_penalized_L2_PCA,63777,6400,64000,4908.64,4907.59,1024,0,4,1024,100
L0_penalized_L2_PCA,63785,6400,64000,2892.06,2890.9,1024,0,8,1024,100
