L0_penalized_L2_PCA,980,100,1000,0.291888,0.286996,1,0,1,256,2560
L0_penalized_L2_PCA,980,100,1000,0.290899,0.287053,1,0,8,256,2560
L0_penalized_L2_PCA,980,100,1000,0.218243,0.215444,4,0,1,256,640
L0_penalized_L2_PCA,978,100,1000,0.217382,0.214299,4,0,8,256,640
L0_penalized_L2_PCA,980,100,1000,0.156411,0.1536,16,0,1,256,160
L0_penalized_L2_PCA,973,100,1000,0.03866,0.0357373,16,0,8,256,160
L0_penalized_L2_PCA,980,100,1000,0.133433,0.130158,64,0,1,256,40
L0_penalized_L2_PCA,974,100,1000,0.026335,0.0234351,64,0,8,256,40
L0_penalized_L2_PCA,980,100,1000,0.128677,0.123828,256,0,1,256,10
L0_penalized_L2_PCA,973,100,1000,0.030668,0.026046,256,0,8,256,10
L0_penalized_L2_PCA,1966,200,2000,0.921476,0.915871,1,0,1,256,2560
L0_penalized_L2_PCA,1966,200,2000,0.933132,0.926965,1,0,8,256,2560
L0_penalized_L2_PCA,1966,200,2000,0.781996,0.776445,4,0,1,256,640
L0_penalized_L2_PCA,1966,200,2000,0.77538,0.769711,4,0,8,256,640
L0_penalized_L2_PCA,1966,200,2000,0.585168,0.579564,16,0,1,256,160
L0_penalized_L2_PCA,1964,200,2000,0.115593,0.109741,16,0,8,256,160
L0_penalized_L2_PCA,1966,200,2000,0.490381,0.484603,64,0,1,256,40
L0_penalized_L2_PCA,1959,200,2000,0.102531,0.09656,64,0,8,256,40
L0_penalized_L2_PCA,1966,200,2000,0.471476,0.461851,256,0,1,256,10
L0_penalized_L2_PCA,1976,200,2000,0.102387,0.0939169,256,0,8,256,10
L0_penalized_L2_PCA,3936,400,4000,5.41308,5.40118,1,0,1,256,2560
L0_penalized_L2_PCA,3936,400,4000,5.45242,5.43974,1,0,8,256,2560
L0_penalized_L2_PCA,3936,400,4000,3.75106,3.7398,4,0,1,256,640
L0_penalized_L2_PCA,3951,400,4000,3.75236,3.74089,4,0,8,256,640
L0_penalized_L2_PCA,3936,400,4000,2.4558,2.44447,16,0,1,256,160
L0_penalized_L2_PCA,3953,400,4000,0.438281,0.426612,16,0,8,256,160
L0_penalized_L2_PCA,3936,400,4000,1.9536,1.9419,64,0,1,256,40
L0_penalized_L2_PCA,3953,400,4000,0.312389,0.300465,64,0,8,256,40
L0_penalized_L2_PCA,3936,400,4000,1.8332,1.8135,256,0,1,256,10
L0_penalized_L2_PCA,3955,400,4000,0.29319,0.277385,256,0,8,256,10
L0_penalized_L2_PCA,7933,800,8000,26.1011,26.078,1,0,1,256,2560
L0_penalized_L2_PCA,7933,800,8000,26.1966,26.1729,1,0,8,256,2560
L0_penalized_L2_PCA,7933,800,8000,20.9745,20.952,4,0,1,256,640
L0_penalized_L2_PCA,7925,800,8000,16.3089,16.2864,4,0,8,256,640
L0_penalized_L2_PCA,7933,800,8000,10.2108,10.1881,16,0,1,256,160
L0_penalized_L2_PCA,7933,800,8000,2.208,2.18462,16,0,8,256,160
L0_penalized_L2_PCA,7933,800,8000,7.78253,7.75913,64,0,1,256,40
L0_penalized_L2_PCA,7936,800,8000,1.27611,1.25235,64,0,8,256,40
L0_penalized_L2_PCA,7933,800,8000,7.18911,7.14998,256,0,1,256,10
L0_penalized_L2_PCA,7943,800,8000,1.14598,1.10793,256,0,8,256,10
L0_penalized_L2_PCA,15896,1600,16000,103.777,103.732,1,0,1,256,2560
L0_penalized_L2_PCA,15896,1600,16000,129.429,129.384,1,0,8,256,2560
L0_penalized_L2_PCA,15896,1600,16000,85.1143,85.0693,4,0,1,256,640
L0_penalized_L2_PCA,15900,1600,16000,81.982,81.9251,4,0,8,256,640
L0_penalized_L2_PCA,15896,1600,16000,40.4647,40.4194,16,0,1,256,160
L0_penalized_L2_PCA,15896,1600,16000,8.24996,8.20289,16,0,8,256,160
L0_penalized_L2_PCA,15896,1600,16000,30.7345,30.6872,64,0,1,256,40
L0_penalized_L2_PCA,15898,1600,16000,4.75581,4.70783,64,0,8,256,40
L0_penalized_L2_PCA,15896,1600,16000,28.5974,28.5195,256,0,1,256,10
L0_penalized_L2_PCA,15889,1600,16000,3.93212,3.86131,256,0,8,256,10
L0_penalized_L2_PCA,31850,3200,32000,415.186,415.097,1,0,1,256,2560
L0_penalized_L2_PCA,31850,3200,32000,415.861,415.771,1,0,8,256,2560
L0_penalized_L2_PCA,31850,3200,32000,274.31,274.22,4,0,1,256,640
